ticker,cik,q_end,rev_q,rev_filed,rev_prev,rev_yoy,op_margin_q,op_margin_delta_yoy,employees,employees_asof,op_margin_delta_qoq,rev_growth_qoq,rev_growth_yoy
URI,0001067701,2026-03-31,929000000.0,2026-04-22,,893000000.0,0.9354144241119483,0.035078477863348057,11700.0,2013-09-30,,,0.04031354983202684
UNH,0000731766,2026-03-31,111721000000.0,2026-05-05,,109575000000.0,0.08046830944943206,-0.002753228310093378,,,,,0.01958475929728487
UHS,0000352915,2026-03-31,4495182000.0,2026-05-07,,4099720000.0,0.11186643833330887,0.0009259350794281057,,,,,0.09646073390377885
VLO,0001035002,2026-03-31,32381000000.0,2026-04-30,,30258000000.0,0.05345727432753775,0.08320147420856096,,,,,0.0701632626082358
VTR,0000740260,2026-03-31,1656944000.0,2026-04-28,,1358074000.0,,,,,,,0.22006900949432806
VLTO,0001967680,2026-04-03,1422000000.0,2026-04-29,,1332000000.0,0.23769338959212377,-0.004048352149617962,,,,,0.06756756756756754
VRSN,0001014473,2026-03-31,428900000.0,2026-04-23,,402300000.0,0.684541851247377,0.010418063029628999,,,,,0.06611981108625398
VRSK,0001442145,2026-03-31,782600000.0,2026-04-29,,753000000.0,0.450038333759264,0.011658519682238744,,,,,0.03930942895086331
VZ,0000732712,2026-03-31,34440000000.0,2026-05-01,,33485000000.0,0.23931475029036003,0.0010588147968554895,,,,,0.028520232940122403
VRTX,0000875320,2026-03-31,2986900000.0,2026-05-05,,2770200000.0,0.3810304998493421,0.1535739985136985,,,,,0.07822539888816693
VTRS,0001792044,2026-03-31,3509700000.0,2026-05-07,,3243200000.0,-0.02270849360344189,0.8659816889323253,30000.0,2025-12-31,,,0.08217192895905279
VICI,0001705696,2026-03-31,1018521000.0,2026-04-29,,984204000.0,,,,,,,0.034867771315702845
V,0001403161,2026-03-31,11230000000.0,2026-04-29,10901000000.0,9594000000.0,0.6441674087266251,0.07766751295843666,,,0.026150713010635762,0.030180717365379417,0.17052324369397542
VST,0001692819,2026-03-31,5001000000.0,2026-05-08,,4250000000.0,0.2997400519896021,0.32797534610724915,,,,,0.17670588235294127
VMC,0001396009,2026-03-31,1755900000.0,2026-04-29,,1634600000.0,0.15114755965601687,0.012642726669353455,,,,,0.07420775724947992
WRB,0000011544,2026-03-31,3690334000.0,2026-05-01,,3547399000.0,,,,,,,0.04029290192617174
GWW,0000277135,2026-03-31,4742000000.0,2026-05-07,,4306000000.0,0.16722901729228173,0.011167707492003048,,,,,0.10125406409660931
WEC,0000783325,2026-03-31,3434200000.0,2026-05-07,,3149500000.0,0.28536485935589073,-0.012301436881607286,,,,,0.09039530084140335
WAB,0000943452,2026-03-31,2950000000.0,2026-04-22,,2610000000.0,0.1752542372881356,-0.006354958114163256,,,,,0.13026819923371646
WMT,0000104169,2026-04-30,175684000000.0,2026-05-29,,163981000000.0,0.04265044056373944,-0.0008606979218168109,,,,,0.0713680243442838
DIS,0001744489,2026-03-28,25168000000.0,2026-05-06,25981000000.0,23621000000.0,0.18289097266369994,-0.004908019758297438,,,0.005838511249589617,-0.03129209807166777,0.06549257017061083
WBD,0001437107,2026-03-31,8893000000.0,2026-05-06,,8979000000.0,-0.277634094231418,-0.27351336809264976,,,,,-0.009577903998218118
WM,0000823768,2026-03-31,6227000000.0,2026-04-29,,6018000000.0,0.17873775493817248,0.01040940664970455,,,,,0.03472914589564646
WAT,0001000697,2026-04-04,1267000000.0,2026-05-12,932362000.0,661705000.0,-0.037095501183898975,-0.2664197468825109,,,-0.32723602600151275,0.3589142414641524,0.91475053082567
W,0001616707,2026-03-31,2931000000.0,2026-04-30,,2730000000.0,-0.0037529853292391675,0.04093565935940552,,,,,0.07362637362637359
WFC,0000072971,,,,,,,,,,,,
WELL,0000766704,2026-03-31,2780931000.0,2026-04-29,,1864530000.0,,,,,,,0.4914916895946968
WST,0000105770,2026-03-31,844900000.0,2026-04-23,,698000000.0,0.20961060480530241,0.056315475865474335,,,,,0.21045845272206298
WDC,0000106040,2026-04-03,3337000000.0,2026-05-01,3017000000.0,2294000000.0,0.35660773149535513,0.025308690518894783,,,0.0556465117406319,0.10606562810739151,0.45466434176111603
WY,0000106535,2026-03-31,1727000000.0,2026-05-01,,1763000000.0,0.14302258251302838,0.041491102081944994,,,,,-0.02041973908111172
WMB,0000107263,2026-03-31,4718000000.0,2026-05-04,,4187000000.0,0.27999152183128445,0.0187065922874583,,,,,0.12682111296871268
WSM,0000719955,2026-05-03,1805456000.0,2026-05-22,,1730113000.0,0.16155918504798789,-0.00647203603410329,,,,,0.04354802258580803
WTW,0001140536,2026-03-31,2363000000.0,2026-04-30,,2180000000.0,0.18958950486669487,-0.008575632747984036,47000.0,2026-03-31,,,0.08394495412844027
WDAY,0001327811,2026-04-30,2542000000.0,2026-05-22,,2240000000.0,0.13296616837136113,0.11555545408564685,,,,,0.13482142857142865
WYNN,0001174922,,,,,,,,,,,,
XEL,0000072903,,,,,,,,,,,,
XYL,0001524472,2026-03-31,2125000000.0,2026-04-28,,2069000000.0,0.1148235294117647,0.003175390214084667,,,,,0.02706621556307387
YUM,0001041061,2026-03-31,2059000000.0,2026-05-06,,1787000000.0,0.31277319086935407,0.00611398549722203,,,,,0.15221040850587575
ZBRA,0000877212,2026-04-04,1495000000.0,2026-05-12,,1308000000.0,0.14381270903010032,-0.005269859777239122,,,,,0.14296636085626901
ZBH,0001136869,2026-03-31,2086700000.0,2026-05-01,,1909100000.0,0.17884698327502754,0.0257381885550024,,,,,0.09302812843748365
ZTS,0001555280,2026-03-31,2262000000.0,2026-05-07,,2220000000.0,,,9500.0,2013-02-06,,,0.018918918918918948
EBAY,0001065088,2026-03-31,3089000000.0,2026-04-29,,2585000000.0,0.19779864033667854,-0.040499232003747,,,,,0.19497098646034816
APP,0001751008,2026-03-31,1842449000.0,2026-05-06,,1484021000.0,0.7815320803995117,0.3344555228575362,,,,,0.24152488408182893
ARES,0001176948,2026-03-31,1396436000.0,2026-05-08,,1088805000.0,,,,,,,0.2825400324208651
CVNA,0001690820,2026-03-31,6432000000.0,2026-04-29,,4232000000.0,0.09032960199004975,-0.002770587045867079,,,,,0.5198487712665407
CASY,0000726958,2026-01-31,3916132000.0,2026-03-09,4506084000.0,3903633000.0,,,,,,-0.1309234359590279,0.0032018891120144666
CIEN,0000936395,2026-01-31,1427042000.0,2026-03-05,,1072260000.0,0.13273050127466465,0.0575034108301829,,,,,0.3308731091339787
COHR,0000820318,2026-03-31,1805641000.0,2026-05-06,1685629000.0,1497879000.0,,,,,,0.07119716141570898,0.20546519445162126
FIX,0001035983,,,,,,,,,,,,
CRH,0000849395,2026-03-31,7370000000.0,2026-04-30,,6756000000.0,-0.005156037991858887,-0.007820336393279847,,,,,0.09088217880402616
SATS,0001415404,2026-03-31,3667489000.0,2026-05-11,,3869758000.0,0.10711606769645389,0.12989061845647557,,,,,-0.05226915998364756
EME,0000105634,2026-03-31,4628233000.0,2026-04-29,,3867372000.0,0.0872568429463253,0.004834981279022543,25000.0,2011-12-31,,,0.19673850873409648
FDXF,0002082247,,,,,,,,,,,,
IBKR,0001381197,2026-03-31,699000000.0,2026-05-07,,592000000.0,,,3232.0,2026-03-31,,,0.1807432432432432
LITE,0001633978,,,,,,,,,,,,
Q,0002058873,2026-03-31,1315000000.0,2026-05-12,,1118000000.0,,,,,,,0.17620751341681573
HOOD,0001783879,2026-03-31,1067000000.0,2026-04-29,,927000000.0,,,,,,,0.15102481121898603
SNDK,0002023554,2026-04-03,5950000000.0,2026-05-01,3025000000.0,1695000000.0,0.6909243697478992,1.8006588830222356,,,0.3388582540454198,0.9669421487603307,2.510324483775811
VEEV,0001393052,2026-04-30,882948000.0,2026-06-05,,759043000.0,0.3093183290522205,0.0013884752758204777,,,,,0.1632384463067309
VRT,0001674101,2026-03-31,2649500000.0,2026-04-22,,2036000000.0,0.1661068126061521,0.02332685189888295,,,,,0.3013261296660117
