ticker,prior_rev_growth_yoy,prior_q_end,mktcap_t0,mktcap_source
NRG,0.05275712080819428,2025-09-30,31770851426.084885,sec_shares_x_jan_price
NVR,-0.045169488951686265,2025-09-30,21054557012.578125,sec_shares_x_jan_price
NXPI,-0.02369230769230768,2025-09-28,57995255851.215744,sec_shares_x_jan_price
NDAQ,0.029442691903259766,2025-09-30,55197320047.66589,sec_shares_x_jan_price
NTAP,0.028347406513872242,2025-10-24,18476127613.146973,sec_shares_x_jan_price
NFLX,0.1715679344200023,2025-09-30,368425878228.5114,sec_shares_x_jan_price
NEM,0.1995656894679696,2025-09-30,128829614516.7121,sec_shares_x_jan_price
NWSA,0.05540661304736383,2025-12-31,14492372574.843872,yfinance_current
NEE,0.14337756960707781,2013-09-30,171559956791.60223,sec_shares_x_jan_price
NI,0.23470063790721007,2025-12-31,20498398750.041023,sec_shares_x_jan_price
NKE,0.00590901732232485,2025-11-30,53587644576.81087,sec_shares_x_jan_price
NDSN,0.12077466278922144,2025-07-31,14797408000.147278,sec_shares_x_jan_price
NSC,0.017043592264831098,2025-09-30,62420722298.34061,sec_shares_x_jan_price
NTRS,0.057579809460136966,2025-09-30,26358257236.128937,sec_shares_x_jan_price
NOC,0.042717086834733964,2025-09-30,92579802750.01483,sec_shares_x_jan_price
NCLH,0.1239349624298629,2018-03-31,9279465089.479116,sec_shares_x_jan_price
NUE,0.14465567639599364,2025-10-04,39609298618.61885,sec_shares_x_jan_price
NVDA,0.40816326530612246,2020-01-26,4321829676818.8477,sec_shares_x_jan_price
ON,-0.1197570804245417,2025-10-03,23664873572.904854,sec_shares_x_jan_price
ORLY,0.07819084110963215,2025-09-30,79857503326.95845,sec_shares_x_jan_price
OXY,-0.04814814814814816,2025-09-30,41463038638.99182,sec_shares_x_jan_price
ODFL,-0.04332711427135294,2025-09-30,35338147715.259735,sec_shares_x_jan_price
OMC,0.039792922268582887,2025-09-30,23976319052.730103,sec_shares_x_jan_price
OKE,0.718893091777822,2025-09-30,45466710338.71147,sec_shares_x_jan_price
ORCL,0.14218649975104913,2025-11-30,515657195390.4419,sec_shares_x_jan_price
OTIS,0.04002254791431792,2025-09-30,33899611659.931274,sec_shares_x_jan_price
PCG,0.11941827120032777,2021-09-30,40687883663.547455,sec_shares_x_jan_price
PNC,-0.08174192396930213,2024-03-31,88449384412.0619,sec_shares_x_jan_price
PPG,-0.1077595628415301,2025-09-30,24067029436.577957,sec_shares_x_jan_price
PPL,0.07703418391911421,2025-09-30,27524435458.74469,sec_shares_x_jan_price
PTC,0.21357462380204129,2025-12-31,19171464321.389465,sec_shares_x_jan_price
PCAR,-0.1903057075935387,2025-09-30,62424338825.98083,sec_shares_x_jan_price
PKG,0.06002565982404695,2025-09-30,19256003769467.836,sec_shares_x_jan_price
PLTR,0.6279337740311723,2025-09-30,309972445942.11554,yfinance_current
PANW,0.15672339629698895,2025-10-31,150192958007.8125,sec_shares_x_jan_price
PSKY,,,12314081863.526993,sec_shares_x_jan_price
PH,0.09096437328693385,2025-12-31,116834675058.56116,sec_shares_x_jan_price
PYPL,0.118701550387597,2020-03-31,50391025451.37772,sec_shares_x_jan_price
PAYX,0.17371955028107422,2025-11-30,37607793262.83551,sec_shares_x_jan_price
PAYC,0.09153106427044655,2025-09-30,7961017827.412903,sec_shares_x_jan_price
PNR,0.02879001409301396,2025-09-30,16936172763.9906,sec_shares_x_jan_price
PEP,0.026501994082078983,2025-09-06,197930033161.9909,sec_shares_x_jan_price
WOOF,-0.031113437080076745,2025-11-01,748180930.1796503,yfinance_current
PFE,-0.060429982568274254,2022-10-02,140405160356.2047,sec_shares_x_jan_price
PM,0.09423872464937944,2025-09-30,257943036648.04828,sec_shares_x_jan_price
PSX,-0.028512722359828824,2025-09-30,54641841197.231384,sec_shares_x_jan_price
PNW,0.029364524330323105,2025-09-30,11031038551.349716,sec_shares_x_jan_price
POOL,0.012737991135329585,2025-09-30,9462700071.677856,sec_shares_x_jan_price
PFG,0.2224731039978749,2025-09-30,18876841339.978706,sec_shares_x_jan_price
PG,0.014898089754135757,2025-12-31,336684386408.24866,sec_shares_x_jan_price
PGR,0.14164004259850915,2025-09-30,119416227620.26546,sec_shares_x_jan_price
PLD,0.023659416371374586,2025-12-31,120625173391.93726,sec_shares_x_jan_price
PRU,0.03184079601990053,2018-09-30,36700971771.240234,sec_shares_x_jan_price
PEG,0.2210446631339893,2025-09-30,38930955047.01927,sec_shares_x_jan_price
PSA,0.03054915226839139,2025-09-30,49546587256.31424,sec_shares_x_jan_price
PHM,-0.015982469614698736,2025-09-30,24337194221.506462,sec_shares_x_jan_price
QCOM,0.04996143628417182,2025-12-28,162742882278.44238,sec_shares_x_jan_price
PWR,0.1752982789446198,2025-09-30,69333486777.22766,sec_shares_x_jan_price
DGX,0.13183279742765275,2025-09-30,20669084260.976562,sec_shares_x_jan_price
RTX,0.11892080242919012,2025-09-30,261609340612.53156,sec_shares_x_jan_price
RL,0.12246326102169358,2025-12-27,23700599376.77179,yfinance_current
RJF,0.03494423791821566,2025-12-31,32954423752.865326,sec_shares_x_jan_price
O,0.10152808549459147,2018-09-30,56226407650.31367,sec_shares_x_jan_price
REG,0.07578844520437666,2025-09-30,12775785777.482979,sec_shares_x_jan_price
REGN,0.009030558765823704,2025-09-30,68756852992.79114,sec_shares_x_jan_price
RF,,,23407850269.890587,sec_shares_x_jan_price
RSG,0.03331534272116188,2025-09-30,64856271892.50458,sec_shares_x_jan_price
RMD,0.10975759093167481,2025-12-31,36689968656.88522,sec_shares_x_jan_price
RVTY,0.021782065319882138,2025-09-28,12499451831.690369,sec_shares_x_jan_price
ROK,0.11908559276980335,2025-12-31,45096400349.30786,sec_shares_x_jan_price
ROL,0.11987296320953433,2025-09-30,30167002382.424324,sec_shares_x_jan_price
ROP,0.1433185991159469,2025-09-30,41452344767.57828,sec_shares_x_jan_price
ROST,0.1044281270840095,2025-11-01,61104351514.37695,sec_shares_x_jan_price
RCL,0.05178059762586984,2025-09-30,72283481666.7486,sec_shares_x_jan_price
SPGI,0.08755244755244762,2025-09-30,154370139697.26562,sec_shares_x_jan_price
SBAC,0.8115423170557068,2025-09-30,19413590006.37964,sec_shares_x_jan_price
CRM,0.08629817873782297,2025-10-31,202617865310.66895,sec_shares_x_jan_price
SLB,-0.025221094005895894,2025-09-30,68690803259.19913,sec_shares_x_jan_price
STX,0.21505376344086025,2026-01-02,70965846176.06851,sec_shares_x_jan_price
SRE,0.07279096924873496,2025-09-30,57369952615.8371,sec_shares_x_jan_price
NOW,0.2180908115838398,2025-09-30,131168401596.06934,sec_shares_x_jan_price
SHW,0.03175659229208927,2025-09-30,85556427421.87463,sec_shares_x_jan_price
SPG,0.13223724460129738,2025-12-31,73308976714.99658,yfinance_current
SWKS,-0.030978006551240056,2026-01-02,8456931883.104202,sec_shares_x_jan_price
SW,0.04327988528223181,2025-09-30,21039646857.675877,sec_shares_x_jan_price
SNA,0.03756692706047571,2025-09-27,18679165702.975067,sec_shares_x_jan_price
SOLV,0.00672430355427478,2025-09-30,13699007515.96241,sec_shares_x_jan_price
SO,0.07547429199890021,2025-09-30,97839369590.07529,sec_shares_x_jan_price
LUV,0.011499272197962096,2025-09-30,20732500637.898254,sec_shares_x_jan_price
SFM,0.1308991203838139,2025-09-28,6861517600.774246,sec_shares_x_jan_price
SWK,0.0012528989950151281,2025-09-27,12252715514.370758,sec_shares_x_jan_price
SBUX,0.055044797718615035,2025-12-28,105405302834.32007,sec_shares_x_jan_price
STT,0.0877569806689169,2025-09-30,34695612298.794624,sec_shares_x_jan_price
STLD,0.11207810918287309,2025-09-30,24815444202.041626,sec_shares_x_jan_price
STE,0.09166259293578594,2025-12-31,25163313407.40509,sec_shares_x_jan_price
SYK,0.11420136730888752,2025-12-31,137247296826.81808,sec_shares_x_jan_price
SMCI,1.2336343568343713,2025-12-31,18814257842.081467,sec_shares_x_jan_price
SYF,,,26231471259.51116,sec_shares_x_jan_price
SNPS,0.14025111600925189,2025-07-31,97882449170.03036,sec_shares_x_jan_price
SYY,0.030321075877127734,2025-12-27,36373560910.377625,sec_shares_x_jan_price
TMUS,0.08902886618391026,2025-09-30,200301937100.25464,sec_shares_x_jan_price
TROW,0.06042786738351258,2025-09-30,22278013913.333336,sec_shares_x_jan_price
TEL,0.21715328467153294,2025-12-26,67977535484.32448,sec_shares_x_jan_price
TJX,0.06455187436788123,2015-08-01,172268833084.29855,sec_shares_x_jan_price
TKO,0.11862673358342701,2025-12-31,14575214847.39009,yfinance_current
TTWO,0.2494484483012207,2025-12-31,44555066581.18213,sec_shares_x_jan_price
TPR,0.13983784276213895,2025-12-27,26006090137.51848,sec_shares_x_jan_price
TRGP,0.12064274157964405,2024-06-30,39385918780.348114,sec_shares_x_jan_price
TGT,-0.015505688016206998,2025-11-01,48557930451.5037,sec_shares_x_jan_price
TDY,0.06650502251472123,2025-09-28,26219455343.129395,sec_shares_x_jan_price
TER,0.15934927060261206,2020-12-31,35037511139.131165,sec_shares_x_jan_price
TSLA,0.11567786514176803,2025-09-30,1573207109292.0,sec_shares_x_jan_price
TXN,0.14237533124548296,2025-09-30,170082542888.7979,sec_shares_x_jan_price
TPL,0.17009385640948826,2025-09-30,22543528386.096497,sec_shares_x_jan_price
TXT,-0.23396343352959403,2020-07-04,16221428153.198242,sec_shares_x_jan_price
TMO,0.0494432911870164,2025-09-27,229725344066.26538,sec_shares_x_jan_price
TSCO,0.0723129421364408,2025-09-27,26493540121.529,sec_shares_x_jan_price
TTD,0.17741108506789627,2025-09-30,8979069874.432108,yfinance_current
TT,0.05537381459972068,2025-09-30,85328562544.37271,sec_shares_x_jan_price
TDG,0.1390827517447657,2025-12-27,81804782441.1482,sec_shares_x_jan_price
TRV,0.04754704301075274,2025-09-30,58088378014.476135,sec_shares_x_jan_price
TRMB,0.029002055263758875,2025-10-03,16279146646.044922,sec_shares_x_jan_price
TFC,,,60135791403.27107,sec_shares_x_jan_price
TYL,0.09670241489167863,2025-09-30,18417928682.27234,sec_shares_x_jan_price
TSN,0.05064963664391109,2025-12-27,20736900268.85727,yfinance_current
USB,0.0677447552447552,2025-09-30,83626480336.96938,sec_shares_x_jan_price
UDR,0.24034749034749026,2025-09-30,12058503628.000164,sec_shares_x_jan_price
UPS,-0.03731175545066312,2025-09-30,73771805689.19687,sec_shares_x_jan_price
UBER,0.14378612716762995,2019-06-30,172305472609.1086,sec_shares_x_jan_price
ULTA,0.12945061460021345,2025-11-01,29971970430.027832,sec_shares_x_jan_price
UNP,0.02511902807420774,2025-09-30,130188688319.21753,sec_shares_x_jan_price
UAL,0.02573603718924744,2025-09-30,35114840492.12687,sec_shares_x_jan_price
URI,0.07322654462242562,2025-09-30,57116071843.84607,sec_shares_x_jan_price
UNH,0.12240626859750048,2025-09-30,304815014399.2882,sec_shares_x_jan_price
UHS,0.13429582993000055,2025-09-30,9584720564.67537,yfinance_current
VLO,-0.02153546660177641,2025-09-30,54643707410.70401,sec_shares_x_jan_price
VTR,0.20438237827738082,2025-09-30,36896208293.235596,sec_shares_x_jan_price
VLTO,0.06849315068493156,2025-10-03,25021565767.625732,sec_shares_x_jan_price
VRSN,0.07296466973886329,2025-09-30,22608137153.62549,sec_shares_x_jan_price
VRSK,0.05928581276713074,2025-09-30,30062830191.091797,sec_shares_x_jan_price
VZ,0.014731473147314711,2025-09-30,162384717962.37137,sec_shares_x_jan_price
VRTX,0.10985244777950132,2025-09-30,112303431304.09637,sec_shares_x_jan_price
VTRS,0.002541466024612138,2025-09-30,14347733909.633698,sec_shares_x_jan_price
VICI,0.0443872457806771,2025-09-30,30307753572.880737,sec_shares_x_jan_price
V,0.14626708727655102,2025-12-31,152270763351.09845,sec_shares_x_jan_price
VST,0.10066804883667357,2025-09-30,52765814865.893555,sec_shares_x_jan_price
VMC,0.1435201357353162,2025-09-30,38521671554.663086,sec_shares_x_jan_price
WRB,0.1081811762747622,2025-09-30,25332149840.268677,sec_shares_x_jan_price
GWW,0.061303555150410194,2025-09-30,48804392518.125,sec_shares_x_jan_price
WEC,0.12905822377247111,2025-09-30,34906709063.95968,sec_shares_x_jan_price
WAB,0.08374014269620722,2025-09-30,38708827963.43689,sec_shares_x_jan_price
WMT,0.05812991434676751,2025-10-31,942402254004.9662,sec_shares_x_jan_price
DIS,0.052288375860672254,2025-12-27,195469493871.84055,sec_shares_x_jan_price
WBD,-0.06006442897225395,2025-09-30,70033208935.98918,sec_shares_x_jan_price
WM,0.14868960599037262,2025-09-30,88521089054.91983,sec_shares_x_jan_price
WAT,0.06834770612136398,2025-12-31,37657382765.020874,sec_shares_x_jan_price
W,0.0807905686546464,2025-09-30,12473669155.5,yfinance_current
WFC,-0.1430258973194003,2020-09-30,264580732120.89365,sec_shares_x_jan_price
WELL,0.36376928186386714,2025-09-30,130268957895.7074,sec_shares_x_jan_price
WST,0.07725264426295353,2025-09-30,18011308236.952072,sec_shares_x_jan_price
WDC,-0.29591598599766633,2026-01-02,75539429674.2604,sec_shares_x_jan_price
WY,0.021415823914336718,2025-09-30,19098484348.745346,sec_shares_x_jan_price
WMB,0.15024711696869852,2025-09-30,74601786134.77693,sec_shares_x_jan_price
WSM,0.045619736675500455,2025-11-02,24481747562.501938,sec_shares_x_jan_price
WTW,0.0008936550491509543,2025-09-30,30323117018.946167,sec_shares_x_jan_price
WDAY,0.125925925925926,2025-10-31,40257801208.49609,sec_shares_x_jan_price
WYNN,0.10166971025824645,2018-09-30,11549051457.191757,sec_shares_x_jan_price
XEL,0.11225212464589229,2019-03-31,47196795914.06376,sec_shares_x_jan_price
XYL,0.07794676806083656,2025-09-30,33507468541.222916,sec_shares_x_jan_price
YUM,0.08378970427163202,2025-09-30,41949520752.25708,sec_shares_x_jan_price
ZBRA,0.05179282868525892,2025-09-27,11742551992.106567,sec_shares_x_jan_price
ZBH,0.09713847165880929,2025-09-30,16936602769.569061,sec_shares_x_jan_price
ZTS,0.005025125628140614,2025-09-30,51797719142.44929,sec_shares_x_jan_price
EBAY,0.09472049689440998,2025-09-30,40386250488.28125,sec_shares_x_jan_price
APP,0.172595525919373,2025-09-30,177060283118.09515,yfinance_current
ARES,0.4672663331973137,2025-09-30,16633266509.023956,sec_shares_x_jan_price
CVNA,0.5450068399452805,2025-09-30,49137382118.03066,yfinance_current
CASY,0.14171407461948005,2025-10-31,23562574943.290405,sec_shares_x_jan_price
CIEN,0.2940408019458607,2025-08-02,34106715526.00026,sec_shares_x_jan_price
COHR,0.1749286418780691,2025-12-31,36270240346.648254,sec_shares_x_jan_price
FIX,-0.04337759647837336,2021-03-31,39878438035.96619,sec_shares_x_jan_price
CRH,0.05268663813599628,2025-09-30,80189654603.62514,sec_shares_x_jan_price
SATS,-0.0711197990020005,2025-09-30,29416069032.0,yfinance_current
EME,0.16354271821654986,2025-09-30,30612472472.684692,sec_shares_x_jan_price
FDXF,,,22456537475.249573,yfinance_current
IBKR,0.18934911242603558,2025-09-30,3013692527.386688,sec_shares_x_jan_price
LITE,0.16016371077762614,2025-03-29,25477661041.259766,sec_shares_x_jan_price
Q,0.11149825783972123,2025-09-30,19922033373.6183,sec_shares_x_jan_price
HOOD,1.0,2025-09-30,101513938098.54568,yfinance_current
SNDK,0.6124733475479744,2026-01-02,66865671146.33679,sec_shares_x_jan_price
VEEV,0.16022293827149903,2025-10-31,35549219059.3235,sec_shares_x_jan_price
VRT,0.2904750421991802,2025-09-30,67007646734.63281,sec_shares_x_jan_price
